id,url
13737,http://archive.openwrt.org/kamikaze/8.09.1/brcm-2.4/openwrt-wr850g-squashfs.bin
15267,http://archive.openwrt.org/backfire/10.03/brcm-2.4/openwrt-wrt54g3gv2-vf-squashfs.bin
8117,http://archive.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-wrt300n_v11-squashfs.bin
8136,http://archive.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-wrt54gs-squashfs.bin
8110,http://archive.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-we800g-squashfs.bin
7699,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tl-wr703n-v1-squashfs-factory.bin
7622,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tew-673gru-fat-squashfs-sysupgrade.bin
7694,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tl-wr1043nd-v1-jffs2-factory.bin
7714,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tl-wr741nd-v1-jffs2-sysupgrade.bin
7522,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-alfa-nx-squashfs-sysupgrade.bin
7724,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tl-wr743nd-v1-squashfs-factory.bin
7774,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-ubnt-nano-m-squashfs-sysupgrade.bin
7615,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-rw2458n-jffs2-factory.bin
7552,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-dir-825-b1-fat-squashfs-sysupgrade.bin
7481,http://archive.openwrt.org/attitude_adjustment/12.09/atheros/generic/openwrt-atheros-ubnt2-pico2-squashfs.bin
7706,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tl-wr740n-v3-jffs2-sysupgrade.bin
7820,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-wndr3700v2-squashfs-sysupgrade.bin
7592,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-mzk-w04nu-jffs2-sysupgrade.bin
7767,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-ubnt-bullet-m-squashfs-factory.bin
7628,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-tew-673gru-squashfs-sysupgrade.bin
7818,http://archive.openwrt.org/attitude_adjustment/12.09/ar71xx/generic/openwrt-ar71xx-generic-wndr3700-squashfs-sysupgrade.bin
7213,http://archive.openwrt.org/attitude_adjustment/12.09/ramips/rt305x/openwrt-ramips-rt305x-dir-615-d-squashfs-factory.bin
7921,http://archive.openwrt.org/attitude_adjustment/12.09/ar7/generic/openwrt-WAG54GP2v2-jffs2-128k-code.bin
7883,http://archive.openwrt.org/attitude_adjustment/12.09/ar7/generic/openwrt-AG241v2b-jffs2-64k-code.bin
7864,http://archive.openwrt.org/attitude_adjustment/12.09/ar7/generic/openwrt-AG1A-jffs2-128k-code.bin
7889,http://archive.openwrt.org/attitude_adjustment/12.09/ar7/generic/openwrt-AG310-jffs2-128k-code.bin
7965,http://archive.openwrt.org/attitude_adjustment/12.09/adm5120/router_le/openwrt-adm5120-router_le-wp54ag-jffs2.bin
7977,http://archive.openwrt.org/attitude_adjustment/12.09/adm5120/router_le/openwrt-adm5120-router_le-wpp54g-squashfs.bin
7972,http://archive.openwrt.org/attitude_adjustment/12.09/adm5120/router_le/openwrt-adm5120-router_le-wpp54ag-squashfs.bin
7276,http://archive.openwrt.org/attitude_adjustment/12.09/orion/generic/openwrt-wrt350nv2-squashfs-recovery.bin
